name	taxonomy_id	taxonomy_lvl	sample_Neg_num	sample_Neg_frac	sample_No-Tube-1_num	sample_No-Tube-1_frac	sample_No-Tube-2_num	sample_No-Tube-2_frac	sample_Pos_num	sample_Pos_frac
Aeromonas sp. ASNIH2	1636607	S	0	0.00000	12	0.00000	0	0.00000	13	0.00000
Aeromonas veronii	654	S	0	0.00000	33	0.00000	0	0.00000	48	0.00000
Aeromonas schubertii	652	S	0	0.00000	30	0.00000	0	0.00000	30	0.00000
Aeromonas caviae	648	S	0	0.00000	11	0.00000	0	0.00000	13	0.00000
Oceanisphaera avium	1903694	S	0	0.00000	34	0.00000	0	0.00000	27	0.00000
Zobellella denitrificans	347534	S	0	0.00000	11	0.00000	0	0.00000	11	0.00000
Succinivibrio dextrinosolvens	83771	S	0	0.00000	17	0.00000	0	0.00000	30	0.00000
Halomonas sp. KO116	1504981	S	0	0.00000	13	0.00000	0	0.00000	13	0.00000
Halomonas meridiana	29570	S	0	0.00000	52	0.00000	0	0.00000	75	0.00000
Halomonas hydrothermalis	115561	S	0	0.00000	26	0.00000	0	0.00000	48	0.00000
Halomonas subglaciescola	29571	S	0	0.00000	13	0.00000	0	0.00000	22	0.00000
Halomonas socia	1081866	S	0	0.00000	13	0.00000	0	0.00000	13	0.00000
Halomonas beimenensis	475662	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Candidatus Carsonella ruddii	114186	S	0	0.00000	41	0.00000	0	0.00000	68	0.00000
Candidatus Evansia muelleri	1495769	S	0	0.00000	17	0.00000	0	0.00000	85	0.00000
Halotalea alkalilenta	376489	S	0	0.00000	20	0.00000	0	0.00000	31	0.00000
Marinobacterium aestuarii	1821621	S	0	0.00000	14	0.00000	0	0.00000	19	0.00000
Thalassolituus oleivorans	187493	S	0	0.00000	15	0.00000	0	0.00000	17	0.00000
Oleispira antarctica	188908	S	0	0.00000	14	0.00000	0	0.00000	24	0.00000
Bacterioplanes sanyensis	1249553	S	0	0.00000	14	0.00000	0	0.00000	14	0.00000
Alcanivorax sp. N3-2A	2014542	S	0	0.00000	19	0.00000	0	0.00000	15	0.00000
Alcanivorax dieselolei	285091	S	0	0.00000	11	0.00000	0	0.00000	13	0.00000
Alcanivorax xenomutans	1094342	S	0	0.00000	11	0.00000	0	0.00000	12	0.00000
Hahella sp. KA22	1628392	S	0	0.00000	14	0.00000	0	0.00000	10	0.00000
Saccharospirillum mangrovi	2161747	S	0	0.00000	12	0.00000	0	0.00000	20	0.00000
Endozoicomonas montiporae	1027273	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Litoricola lipolytica	418701	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Legionella pneumophila	446	S	0	0.00000	68	0.00000	0	0.00000	136	0.00000
Legionella sainthelensi	28087	S	0	0.00000	29	0.00000	0	0.00000	143	0.00000
Legionella israelensis	454	S	0	0.00000	12	0.00000	0	0.00000	12	0.00000
Tatlockia micdadei	451	S	0	0.00000	39	0.00000	0	0.00000	203	0.00000
Candidatus Coxiella mudrowiae	2054173	S	0	0.00000	42	0.00000	0	0.00000	165	0.00000
Francisella tularensis	263	S	0	0.00000	43	0.00000	0	0.00000	58	0.00000
Francisella philomiragia	28110	S	0	0.00000	34	0.00000	0	0.00000	57	0.00000
Piscirickettsia salmonis	1238	S	0	0.00000	45	0.00000	0	0.00000	144	0.00000
Methylophaga frappieri	754477	S	0	0.00000	20	0.00000	0	0.00000	20	0.00000
Methylophaga nitratireducenticrescens	754476	S	0	0.00000	10	0.00000	0	0.00000	21	0.00000
Thiomicrorhabdus indica	2267253	S	0	0.00000	29	0.00000	0	0.00000	117	0.00000
Beggiatoa leptomitoformis	288004	S	0	0.00000	11	0.00000	0	0.00000	15	0.00000
Candidatus Baumannia cicadellinicola	186490	S	0	0.00000	48	0.00000	0	0.00000	73	0.00000
Candidatus Nardonella dryophthoridicola	1971485	S	0	0.00000	29	0.00000	0	0.00000	47	0.00000
endosymbiont of Sipalinus gigas	1972134	S	0	0.00000	11	0.00000	0	0.00000	17	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	0	0.00000	15	0.00000	0	0.00000	15	0.00000
Sedimenticola thiotaurini	1543721	S	0	0.00000	16	0.00000	0	0.00000	21	0.00000
Congregibacter litoralis	393662	S	0	0.00000	10	0.00000	0	0.00000	16	0.00000
Simiduia agarivorans	447471	S	0	0.00000	13	0.00000	0	0.00000	19	0.00000
Methylomicrobium album	39775	S	0	0.00000	15	0.00000	0	0.00000	18	0.00000
Methylocaldum marinum	1432792	S	0	0.00000	27	0.00000	0	0.00000	34	0.00000
Methylococcus capsulatus	414	S	0	0.00000	15	0.00000	0	0.00000	22	0.00000
Candidatus Methylospira mobilis	1808979	S	0	0.00000	10	0.00000	0	0.00000	18	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	0	0.00000	30	0.00000	0	0.00000	39	0.00000
Solimonas sp. K1W22B-7	2303331	S	0	0.00000	21	0.00000	0	0.00000	23	0.00000
Steroidobacter denitrificans	465721	S	0	0.00000	48	0.00000	0	0.00000	55	0.00000
Sulfurifustis variabilis	1675686	S	0	0.00000	76	0.00000	0	0.00000	112	0.00000
Sulfuricaulis limicola	1620215	S	0	0.00000	11	0.00000	0	0.00000	16	0.00000
Gilliamella apicola	1196095	S	0	0.00000	19	0.00000	0	0.00000	69	0.00000
Orbus sp. IPMB12	1635327	S	0	0.00000	13	0.00000	0	0.00000	14	0.00000
Cardiobacterium hominis	2718	S	0	0.00000	17	0.00000	0	0.00000	20	0.00000
Immundisolibacter cernigliae	1810504	S	0	0.00000	16	0.00000	0	0.00000	14	0.00000
Burkholderia cenocepacia	95486	S	0	0.00000	24	0.00000	0	0.00000	53	0.00000
Burkholderia ubonensis	101571	S	0	0.00000	15	0.00000	0	0.00000	12	0.00000
Burkholderia thailandensis	57975	S	0	0.00000	36	0.00000	0	0.00000	61	0.00000
Burkholderia sp. KK1	1855726	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Burkholderia glumae	337	S	0	0.00000	14	0.00000	0	0.00000	16	0.00000
Cupriavidus pinatubonensis	248026	S	0	0.00000	18	0.00000	0	0.00000	11	0.00000
Cupriavidus nantongensis	1796606	S	0	0.00000	15	0.00000	0	0.00000	37	0.00000
Pandoraea pnomenusa	93220	S	0	0.00000	80	0.00000	0	0.00000	101	0.00000
Pandoraea faecigallinarum	656179	S	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Variovorax sp. PBL-E5	434014	S	0	0.00000	10	0.00000	0	0.00000	18	0.00000
Bordetella petrii	94624	S	0	0.00000	65	0.00000	0	0.00000	86	0.00000
Bordetella pseudohinzii	1331258	S	0	0.00000	40	0.00000	0	0.00000	44	0.00000
Bordetella trematum	123899	S	0	0.00000	26	0.00000	0	0.00000	62	0.00000
Bordetella bronchiseptica	518	S	0	0.00000	19	0.00000	0	0.00000	43	0.00000
Bordetella genomosp. 9	1416803	S	0	0.00000	16	0.00000	0	0.00000	15	0.00000
Bordetella avium	521	S	0	0.00000	13	0.00000	0	0.00000	15	0.00000
Bordetella hinzii	103855	S	0	0.00000	13	0.00000	0	0.00000	25	0.00000
Bordetella pertussis	520	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Achromobacter insolitus	217204	S	0	0.00000	11	0.00000	0	0.00000	13	0.00000
Alcaligenes aquatilis	323284	S	0	0.00000	12	0.00000	0	0.00000	16	0.00000
Kerstersia gyiorum	206506	S	0	0.00000	18	0.00000	0	0.00000	24	0.00000
Taylorella equigenitalis	29575	S	0	0.00000	16	0.00000	0	0.00000	19	0.00000
Pusillimonas sp. ye3	2028345	S	0	0.00000	11	0.00000	0	0.00000	12	0.00000
Castellaniella defragrans	75697	S	0	0.00000	12	0.00000	0	0.00000	13	0.00000
Neisseria sp. KEM232	655307	S	0	0.00000	63	0.00000	0	0.00000	123	0.00000
Neisseria gonorrhoeae	485	S	0	0.00000	39	0.00000	0	0.00000	71	0.00000
Neisseria meningitidis	487	S	0	0.00000	27	0.00000	0	0.00000	37	0.00000
Neisseria lactamica	486	S	0	0.00000	10	0.00000	0	0.00000	15	0.00000
Eikenella corrodens	539	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	0	0.00000	38	0.00000	0	0.00000	97	0.00000
Methylotenera mobilis	359408	S	0	0.00000	21	0.00000	0	0.00000	53	0.00000
Sulfuriferula plumbiphila	171865	S	0	0.00000	16	0.00000	0	0.00000	20	0.00000
Sulfuricella denitrificans	649841	S	0	0.00000	10	0.00000	0	0.00000	12	0.00000
Denitratisoma sp. DHT3	1981880	S	0	0.00000	19	0.00000	0	0.00000	25	0.00000
Komagataeibacter nataicola	265960	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000
Bombella sp. KACC 21507	2697033	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Granulibacter bethesdensis	364410	S	0	0.00000	12	0.00000	0	0.00000	14	0.00000
Pararhodospirillum photometricum	1084	S	0	0.00000	31	0.00000	0	0.00000	52	0.00000
Pseudolabrys sp. FHR47	2562284	S	0	0.00000	31	0.00000	0	0.00000	61	0.00000
Candidatus Hodgkinia cicadicola	573658	S	0	0.00000	22	0.00000	0	0.00000	49	0.00000
Rhodobacter capsulatus	1061	S	0	0.00000	29	0.00000	0	0.00000	43	0.00000
Ehrlichia canis	944	S	0	0.00000	54	0.00000	0	0.00000	171	0.00000
Rickettsia canadensis	788	S	0	0.00000	20	0.00000	0	0.00000	138	0.00000
alpha proteobacterium HIMB59	744985	S	0	0.00000	16	0.00000	0	0.00000	76	0.00000
Arcobacter nitrofigilis	28199	S	0	0.00000	78	0.00000	0	0.00000	292	0.00000
Arcobacter aquimarinus	1315211	S	0	0.00000	21	0.00000	0	0.00000	85	0.00000
Arcobacter mytili	603050	S	0	0.00000	17	0.00000	0	0.00000	92	0.00000
Arcobacter marinus	505249	S	0	0.00000	14	0.00000	0	0.00000	69	0.00000
Pseudoarcobacter acticola	1849015	S	0	0.00000	41	0.00000	0	0.00000	233	0.00000
[Arcobacter] porcinus	1935204	S	0	0.00000	18	0.00000	0	0.00000	134	0.00000
Campylobacter jejuni	197	S	0	0.00000	67	0.00000	0	0.00000	149	0.00000
Campylobacter sp. RM8964	1660074	S	0	0.00000	41	0.00000	0	0.00000	197	0.00000
Campylobacter coli	195	S	0	0.00000	19	0.00000	0	0.00000	27	0.00000
Helicobacter pylori	210	S	0	0.00000	70	0.00000	0	0.00000	173	0.00000
Geoalkalibacter subterraneus	483547	S	0	0.00000	11	0.00000	0	0.00000	16	0.00000
Silvanigrellales bacterium RF1110005	2493639	S	0	0.00000	53	0.00000	0	0.00000	264	0.00000
Silvanigrella aquatica	1915309	S	0	0.00000	25	0.00000	0	0.00000	33	0.00000
Bdellovibrio bacteriovorus	959	S	0	0.00000	12	0.00000	0	0.00000	29	0.00000
Acidithiobacillus caldus	33059	S	0	0.00000	13	0.00000	0	0.00000	14	0.00000
Bacillus subtilis	1423	S	0	0.00000	327540	0.00803	0	0.00000	815995	0.00877
Bacillus vallismortis	72361	S	0	0.00000	70243	0.00172	0	0.00000	175710	0.00189
Bacillus halotolerans	260554	S	0	0.00000	21202	0.00052	0	0.00000	52758	0.00057
Bacillus mojavensis	72360	S	0	0.00000	17150	0.00042	0	0.00000	42884	0.00046
Bacillus tequilensis	227866	S	0	0.00000	45206	0.00111	0	0.00000	113360	0.00122
Bacillus velezensis	492670	S	0	0.00000	12685	0.00031	0	0.00000	27129	0.00029
Bacillus amyloliquefaciens	1390	S	0	0.00000	6211	0.00015	0	0.00000	14882	0.00016
Bacillus atrophaeus	1452	S	0	0.00000	18271	0.00045	0	0.00000	46272	0.00050
Bacillus paralicheniformis	1648923	S	0	0.00000	2478	0.00006	0	0.00000	6092	0.00007
Bacillus sonorensis	119858	S	0	0.00000	1774	0.00004	0	0.00000	4358	0.00005
Bacillus licheniformis	1402	S	0	0.00000	560	0.00001	0	0.00000	986	0.00001
Bacillus sp. SPB7	2715209	S	0	0.00000	54666	0.00134	0	0.00000	138074	0.00148
Bacillus sp. MD-5	2009331	S	0	0.00000	4567	0.00011	0	0.00000	11481	0.00012
Bacillus sp. JS	1127744	S	0	0.00000	4018	0.00010	0	0.00000	10205	0.00011
Bacillus sp. NSP9.1	1071078	S	0	0.00000	2132	0.00005	0	0.00000	5378	0.00006
Bacillus sp. WR11	2448811	S	0	0.00000	751	0.00002	0	0.00000	1824	0.00002
Bacillus sp. DSL-17	2567941	S	0	0.00000	597	0.00001	0	0.00000	1406	0.00002
Bacillus sp. L13 (2020)	2728853	S	0	0.00000	526	0.00001	0	0.00000	1133	0.00001
Bacillus sp. FJAT-42376	2014076	S	0	0.00000	380	0.00001	0	0.00000	947	0.00001
Bacillus sp. FJAT-18017	1705566	S	0	0.00000	351	0.00001	0	0.00000	875	0.00001
Bacillus sp. THAF10	2587848	S	0	0.00000	314	0.00001	0	0.00000	958	0.00001
Bacillus sp. OxB-1	98228	S	0	0.00000	274	0.00001	0	0.00000	611	0.00001
Bacillus sp. ms-22	2683680	S	0	0.00000	243	0.00001	0	0.00000	409	0.00000
Bacillus sp. ZY-1-1	2093834	S	0	0.00000	215	0.00001	0	0.00000	420	0.00000
Bacillus sp. FJAT-45348	2011012	S	0	0.00000	211	0.00001	0	0.00000	417	0.00000
Bacillus sp. FJAT-25496	1742359	S	0	0.00000	210	0.00001	0	0.00000	526	0.00001
Bacillus sp. N3536	2666127	S	0	0.00000	204	0.00001	0	0.00000	641	0.00001
Bacillus sp. X1(2014)	1565991	S	0	0.00000	180	0.00000	0	0.00000	418	0.00000
Bacillus sp. S3	486398	S	0	0.00000	165	0.00000	0	0.00000	562	0.00001
Bacillus sp. 1NLA3E	666686	S	0	0.00000	160	0.00000	0	0.00000	459	0.00000
Bacillus sp. HNA3	2585772	S	0	0.00000	159	0.00000	0	0.00000	462	0.00000
Bacillus sp. SB49	1071080	S	0	0.00000	147	0.00000	0	0.00000	327	0.00000
Bacillus sp. Lzh-5	2049935	S	0	0.00000	134	0.00000	0	0.00000	261	0.00000
Bacillus sp. FJAT-22090	1581038	S	0	0.00000	106	0.00000	0	0.00000	259	0.00000
Bacillus sp. BS-02	887059	S	0	0.00000	104	0.00000	0	0.00000	178	0.00000
Bacillus sp. WP8	756828	S	0	0.00000	88	0.00000	0	0.00000	254	0.00000
Bacillus sp. N1-1	2682541	S	0	0.00000	77	0.00000	0	0.00000	170	0.00000
Bacillus sp. Cs-700	2589818	S	0	0.00000	67	0.00000	0	0.00000	189	0.00000
Bacillus sp. FJAT-14266	1837130	S	0	0.00000	60	0.00000	0	0.00000	96	0.00000
Bacillus sp. 275	1941347	S	0	0.00000	58	0.00000	0	0.00000	82	0.00000
Bacillus sp. BS98	2608254	S	0	0.00000	55	0.00000	0	0.00000	90	0.00000
Bacillus sp. AM1(2019)	2665175	S	0	0.00000	40	0.00000	0	0.00000	117	0.00000
Bacillus sp. SJ-10	563169	S	0	0.00000	23	0.00000	0	0.00000	49	0.00000
Bacillus sp. YP1	1574141	S	0	0.00000	19	0.00000	0	0.00000	66	0.00000
Bacillus sp. DM2	2267265	S	0	0.00000	11	0.00000	0	0.00000	19	0.00000
Bacillus cereus	1396	S	0	0.00000	15678	0.00038	0	0.00000	25794	0.00028
Bacillus thuringiensis	1428	S	0	0.00000	3341	0.00008	0	0.00000	5700	0.00006
Bacillus mycoides	1405	S	0	0.00000	2823	0.00007	0	0.00000	3356	0.00004
Bacillus anthracis	1392	S	0	0.00000	1366	0.00003	0	0.00000	2343	0.00003
Bacillus cytotoxicus	580165	S	0	0.00000	192	0.00000	0	0.00000	384	0.00000
Bacillus pseudomycoides	64104	S	0	0.00000	167	0.00000	0	0.00000	409	0.00000
Bacillus wiedmannii	1890302	S	0	0.00000	127	0.00000	0	0.00000	224	0.00000
Bacillus sp. HBCD-sjtu	2053832	S	0	0.00000	73	0.00000	0	0.00000	131	0.00000
Bacillus luti	2026191	S	0	0.00000	56	0.00000	0	0.00000	133	0.00000
Bacillus pacificus	2026187	S	0	0.00000	47	0.00000	0	0.00000	86	0.00000
Bacillus sp. ABP14	1892404	S	0	0.00000	44	0.00000	0	0.00000	94	0.00000
Bacillus paranthracis	2026186	S	0	0.00000	41	0.00000	0	0.00000	88	0.00000
Bacillus albus	2026189	S	0	0.00000	40	0.00000	0	0.00000	115	0.00000
Bacillus tropicus	2026188	S	0	0.00000	28	0.00000	0	0.00000	45	0.00000
Bacillus intestinalis	1963032	S	0	0.00000	6285	0.00015	0	0.00000	16274	0.00017
Bacillus glycinifermentans	1664069	S	0	0.00000	2500	0.00006	0	0.00000	5906	0.00006
Bacillus pumilus	1408	S	0	0.00000	1278	0.00003	0	0.00000	3118	0.00003
Bacillus altitudinis	293387	S	0	0.00000	1110	0.00003	0	0.00000	2308	0.00002
Bacillus aerophilus	293389	S	0	0.00000	11	0.00000	0	0.00000	15	0.00000
Bacillus gobiensis	1441095	S	0	0.00000	987	0.00002	0	0.00000	2474	0.00003
Bacillus clausii	79880	S	0	0.00000	921	0.00002	0	0.00000	2436	0.00003
Bacillus coagulans	1398	S	0	0.00000	745	0.00002	0	0.00000	1543	0.00002
Bacillus safensis	561879	S	0	0.00000	700	0.00002	0	0.00000	1531	0.00002
Bacillus filamentosus	1402861	S	0	0.00000	658	0.00002	0	0.00000	1473	0.00002
Bacillus marisflavi	189381	S	0	0.00000	517	0.00001	0	0.00000	1486	0.00002
Bacillus flexus	86664	S	0	0.00000	400	0.00001	0	0.00000	963	0.00001
Bacillus foraminis	279826	S	0	0.00000	355	0.00001	0	0.00000	782	0.00001
Bacillus ciccensis	1670641	S	0	0.00000	346	0.00001	0	0.00000	723	0.00001
Bacillus mesonae	1193713	S	0	0.00000	303	0.00001	0	0.00000	690	0.00001
Bacillus kochii	859143	S	0	0.00000	299	0.00001	0	0.00000	695	0.00001
Bacillus vietnamensis	218284	S	0	0.00000	280	0.00001	0	0.00000	706	0.00001
Bacillus oceanisediminis	665099	S	0	0.00000	275	0.00001	0	0.00000	675	0.00001
Bacillus asahii	228899	S	0	0.00000	269	0.00001	0	0.00000	525	0.00001
Bacillus circulans	1397	S	0	0.00000	265	0.00001	0	0.00000	671	0.00001
Bacillus lentus	1467	S	0	0.00000	261	0.00001	0	0.00000	556	0.00001
Bacillus simplex	1478	S	0	0.00000	249	0.00001	0	0.00000	635	0.00001
Bacillus freudenreichii	1783501	S	0	0.00000	240	0.00001	0	0.00000	539	0.00001
Bacillus infantis	324767	S	0	0.00000	236	0.00001	0	0.00000	566	0.00001
Bacillus horikoshii	79883	S	0	0.00000	228	0.00001	0	0.00000	562	0.00001
Bacillus beveridgei	632773	S	0	0.00000	226	0.00001	0	0.00000	433	0.00000
Bacillus jeotgali	129985	S	0	0.00000	226	0.00001	0	0.00000	478	0.00001
Bacillus weihaiensis	1547283	S	0	0.00000	222	0.00001	0	0.00000	530	0.00001
Bacillus methanolicus	1471	S	0	0.00000	219	0.00001	0	0.00000	549	0.00001
Bacillus halodurans	86665	S	0	0.00000	205	0.00001	0	0.00000	526	0.00001
Bacillus cohnii	33932	S	0	0.00000	186	0.00000	0	0.00000	409	0.00000
Bacillus smithii	1479	S	0	0.00000	182	0.00000	0	0.00000	389	0.00000
Bacillus thermoamylovorans	35841	S	0	0.00000	179	0.00000	0	0.00000	359	0.00000
Bacillus muralis	264697	S	0	0.00000	169	0.00000	0	0.00000	404	0.00000
Bacillus cellulosilyticus	1413	S	0	0.00000	159	0.00000	0	0.00000	347	0.00000
Bacillus krulwichiae	199441	S	0	0.00000	151	0.00000	0	0.00000	368	0.00000
Bacillus lehensis	300825	S	0	0.00000	143	0.00000	0	0.00000	295	0.00000
Bacillus pseudofirmus	79885	S	0	0.00000	141	0.00000	0	0.00000	368	0.00000
Bacillus butanolivorans	421767	S	0	0.00000	134	0.00000	0	0.00000	350	0.00000
[Brevibacterium] frigoritolerans	450367	S	0	0.00000	105	0.00000	0	0.00000	245	0.00000
Bacillus xiamenensis	1178537	S	0	0.00000	70	0.00000	0	0.00000	169	0.00000
Bacillus miscanthi	2598861	S	0	0.00000	65	0.00000	0	0.00000	144	0.00000
Bacillus gibsonii	79881	S	0	0.00000	27	0.00000	0	0.00000	44	0.00000
Bacillus thermocopriae	1215031	S	0	0.00000	21	0.00000	0	0.00000	65	0.00000
Lysinibacillus timonensis	2086577	S	0	0.00000	162	0.00000	0	0.00000	287	0.00000
Lysinibacillus sphaericus	1421	S	0	0.00000	68	0.00000	0	0.00000	146	0.00000
Lysinibacillus sp. 2017	2169540	S	0	0.00000	28	0.00000	0	0.00000	53	0.00000
Lysinibacillus sp. SGAir0095	2070463	S	0	0.00000	15	0.00000	0	0.00000	48	0.00000
Lysinibacillus fusiformis	28031	S	0	0.00000	22	0.00000	0	0.00000	32	0.00000
Geobacillus sp. GHH01	1233873	S	0	0.00000	45	0.00000	0	0.00000	54	0.00000
Geobacillus subterraneus	129338	S	0	0.00000	44	0.00000	0	0.00000	58	0.00000
Geobacillus thermodenitrificans	33940	S	0	0.00000	31	0.00000	0	0.00000	38	0.00000
Geobacillus thermoleovorans	33941	S	0	0.00000	16	0.00000	0	0.00000	28	0.00000
Geobacillus thermocatenulatus	33938	S	0	0.00000	10	0.00000	0	0.00000	11	0.00000
Geobacillus genomosp. 3	1921421	S	0	0.00000	26	0.00000	0	0.00000	44	0.00000
Geobacillus stearothermophilus	1422	S	0	0.00000	21	0.00000	0	0.00000	24	0.00000
Parageobacillus thermoglucosidasius	1426	S	0	0.00000	134	0.00000	0	0.00000	337	0.00000
Parageobacillus genomosp. 1	1295642	S	0	0.00000	21	0.00000	0	0.00000	37	0.00000
Anoxybacillus amylolyticus	294699	S	0	0.00000	52	0.00000	0	0.00000	191	0.00000
Anoxybacillus flavithermus	33934	S	0	0.00000	29	0.00000	0	0.00000	50	0.00000
Anoxybacillus kamchatkensis	196180	S	0	0.00000	11	0.00000	0	0.00000	15	0.00000
Virgibacillus sp. 6R	1911587	S	0	0.00000	27	0.00000	0	0.00000	172	0.00000
Virgibacillus sp. Bac332	2419842	S	0	0.00000	10	0.00000	0	0.00000	18	0.00000
Virgibacillus necropolis	163877	S	0	0.00000	25	0.00000	0	0.00000	56	0.00000
Virgibacillus dokdonensis	302167	S	0	0.00000	13	0.00000	0	0.00000	13	0.00000
Bacillaceae bacterium TKL69	2594883	S	0	0.00000	88	0.00000	0	0.00000	162	0.00000
Bacillaceae bacterium C02	2654284	S	0	0.00000	16	0.00000	0	0.00000	36	0.00000
Salicibibacter halophilus	2502791	S	0	0.00000	72	0.00000	0	0.00000	118	0.00000
Salimicrobium jeotgali	1230341	S	0	0.00000	96	0.00000	0	0.00000	133	0.00000
Fictibacillus phosphorivorans	1221500	S	0	0.00000	48	0.00000	0	0.00000	67	0.00000
Fictibacillus arsenicus	255247	S	0	0.00000	25	0.00000	0	0.00000	32	0.00000
Halobacillus halophilus	1570	S	0	0.00000	28	0.00000	0	0.00000	63	0.00000
Halobacillus mangrovi	402384	S	0	0.00000	28	0.00000	0	0.00000	40	0.00000
Terribacillus goriensis	386490	S	0	0.00000	51	0.00000	0	0.00000	245	0.00000
Psychrobacillus glaciei	2283160	S	0	0.00000	46	0.00000	0	0.00000	109	0.00000
Oceanobacillus sp. 160	2052660	S	0	0.00000	15	0.00000	0	0.00000	34	0.00000
Pontibacillus sp. HMF3514	2692425	S	0	0.00000	27	0.00000	0	0.00000	73	0.00000
Lentibacillus amyloliquefaciens	1472767	S	0	0.00000	20	0.00000	0	0.00000	39	0.00000
Amphibacillus xylanus	1449	S	0	0.00000	20	0.00000	0	0.00000	41	0.00000
Paraliobacillus sp. X-1125	2213194	S	0	0.00000	18	0.00000	0	0.00000	46	0.00000
Aeribacillus pallidus	33936	S	0	0.00000	18	0.00000	0	0.00000	29	0.00000
Staphylococcus equorum	246432	S	0	0.00000	1883	0.00005	0	0.00000	3384	0.00004
Staphylococcus schweitzeri	1654388	S	0	0.00000	1329	0.00003	0	0.00000	4953	0.00005
Staphylococcus simiae	308354	S	0	0.00000	697	0.00002	0	0.00000	2336	0.00003
Staphylococcus argenteus	985002	S	0	0.00000	511	0.00001	0	0.00000	1807	0.00002
Staphylococcus lugdunensis	28035	S	0	0.00000	485	0.00001	0	0.00000	1363	0.00001
Staphylococcus pseudintermedius	283734	S	0	0.00000	438	0.00001	0	0.00000	1018	0.00001
Staphylococcus hyicus	1284	S	0	0.00000	325	0.00001	0	0.00000	505	0.00001
Staphylococcus simulans	1286	S	0	0.00000	301	0.00001	0	0.00000	662	0.00001
Staphylococcus sciuri	1296	S	0	0.00000	251	0.00001	0	0.00000	533	0.00001
Staphylococcus vitulinus	71237	S	0	0.00000	210	0.00001	0	0.00000	463	0.00000
Staphylococcus nepalensis	214473	S	0	0.00000	205	0.00001	0	0.00000	574	0.00001
Staphylococcus condimenti	70255	S	0	0.00000	196	0.00000	0	0.00000	433	0.00000
Staphylococcus xylosus	1288	S	0	0.00000	192	0.00000	0	0.00000	522	0.00001
Staphylococcus sp. M0911	2025492	S	0	0.00000	75	0.00000	0	0.00000	201	0.00000
Staphylococcus sp. SDB 2975	2044912	S	0	0.00000	72	0.00000	0	0.00000	124	0.00000
Staphylococcus sp. MI 10-1553	1912064	S	0	0.00000	28	0.00000	0	0.00000	82	0.00000
Staphylococcus sp. AntiMn-1	1715860	S	0	0.00000	14	0.00000	0	0.00000	53	0.00000
Staphylococcus succinus	61015	S	0	0.00000	163	0.00000	0	0.00000	396	0.00000
Staphylococcus arlettae	29378	S	0	0.00000	158	0.00000	0	0.00000	409	0.00000
Staphylococcus felis	46127	S	0	0.00000	146	0.00000	0	0.00000	306	0.00000
Staphylococcus schleiferi	1295	S	0	0.00000	135	0.00000	0	0.00000	485	0.00001
Staphylococcus chromogenes	46126	S	0	0.00000	131	0.00000	0	0.00000	336	0.00000
Staphylococcus kloosii	29384	S	0	0.00000	121	0.00000	0	0.00000	393	0.00000
Staphylococcus agnetis	985762	S	0	0.00000	109	0.00000	0	0.00000	197	0.00000
Staphylococcus muscae	1294	S	0	0.00000	99	0.00000	0	0.00000	230	0.00000
Staphylococcus lutrae	155085	S	0	0.00000	55	0.00000	0	0.00000	160	0.00000
Staphylococcus stepanovicii	643214	S	0	0.00000	53	0.00000	0	0.00000	147	0.00000
Staphylococcus fleurettii	150056	S	0	0.00000	49	0.00000	0	0.00000	128	0.00000
Staphylococcus piscifermentans	70258	S	0	0.00000	36	0.00000	0	0.00000	138	0.00000
Staphylococcus carnosus	1281	S	0	0.00000	31	0.00000	0	0.00000	97	0.00000
Staphylococcus delphini	53344	S	0	0.00000	18	0.00000	0	0.00000	45	0.00000
Macrococcus caseolyticus	69966	S	0	0.00000	56	0.00000	0	0.00000	156	0.00000
Macrococcus canis	1855823	S	0	0.00000	38	0.00000	0	0.00000	67	0.00000
Macrococcus sp. IME1552	1898474	S	0	0.00000	25	0.00000	0	0.00000	45	0.00000
Jeotgalicoccus saudimassiliensis	1461582	S	0	0.00000	54	0.00000	0	0.00000	86	0.00000
Salinicoccus halodurans	407035	S	0	0.00000	41	0.00000	0	0.00000	100	0.00000
Listeria innocua	1642	S	0	0.00000	3267	0.00008	0	0.00000	13482	0.00014
Listeria ivanovii	1638	S	0	0.00000	1569	0.00004	0	0.00000	6064	0.00007
Listeria welshimeri	1643	S	0	0.00000	1333	0.00003	0	0.00000	5570	0.00006
Listeria seeligeri	1640	S	0	0.00000	1152	0.00003	0	0.00000	4951	0.00005
Listeria weihenstephanensis	1006155	S	0	0.00000	477	0.00001	0	0.00000	1771	0.00002
Listeria grayi	1641	S	0	0.00000	381	0.00001	0	0.00000	1304	0.00001
